university name,program,country,gre score,toefl score,cgpa,deadline,required documents,tuition fee,chance of admit
university of sydney,Data Science,Australia,319,100,9.75,"Jan 31, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance",35000,0.7
mcgill university,Engineering,Canada,326,101,9.48,"Dec 15, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit",24000,0.76
uc berkeley,Electrical Engineering,USA,312,117,9.06,"Jan 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",44000,0.62
tu munich,Computer Science,Germany,328,103,9.15,"Dec 15, 2024","SOP, LOR (3), Transcripts, Resume, Passport Copy, APS Certificate, Language Proficiency, Blocked Account Proof",500,0.53
uc berkeley,Electrical Engineering,USA,334,108,8.66,"Jan 31, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",44000,0.6
carnegie mellon university,AI & Machine Learning,USA,304,97,7.04,"Jan 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",58000,0.32
uc berkeley,Electrical Engineering,USA,332,98,9.63,"Feb 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",44000,0.73
university of toronto,Computer Science,Canada,318,105,8.68,"Jan 15, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit",28000,0.57
university of toronto,Computer Science,Canada,325,104,8.24,"Jan 15, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit",28000,0.44
mcgill university,Engineering,Canada,302,99,6.44,"Jan 15, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit",24000,0.31
stanford university,Data Science,USA,321,101,7.79,"Jun 30, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",57000,0.46
university of cambridge,Data Science,UK,296,100,7.84,"Dec 15, 2024","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",37000,0.4
university of manchester,Data Analytics,UK,311,109,9.46,"Dec 15, 2024","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",24000,0.62
university of waterloo,Software Engineering,Canada,317,118,8.19,"Aug 01, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit",22000,0.67
university of toronto,Computer Science,Canada,291,117,7.52,"Feb 01, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit",28000,0.31
university of cambridge,Data Science,UK,331,93,9.91,"Jan 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",37000,0.66
mcgill university,Engineering,Canada,334,96,6.44,"Feb 01, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit",24000,0.44
university of manchester,Data Analytics,UK,295,96,7.69,"Jan 31, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",24000,0.3
university of manchester,Data Analytics,UK,317,97,6.17,"Jul 15, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",24000,0.38
university of manchester,Data Analytics,UK,317,110,8.96,"Jan 15, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",24000,0.57
harvard university,Business Analytics,USA,333,99,9.67,"Jan 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",54000,0.66
imperial college london,AI & Robotics,UK,333,107,7.12,"Aug 01, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",36000,0.59
heidelberg university,Data Science,Germany,309,104,9.43,"Dec 15, 2024","SOP, LOR (3), Transcripts, Resume, Passport Copy, APS Certificate, Language Proficiency, Blocked Account Proof",500,0.53
university of manchester,Data Analytics,UK,319,92,7.17,"Feb 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",24000,0.45
university of manchester,Data Analytics,UK,300,113,9.64,"Jan 31, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",24000,0.72
rwth aachen,Engineering,Germany,317,111,9.02,"Jan 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, APS Certificate, Language Proficiency, Blocked Account Proof",500,0.62
mit,Computer Science,USA,314,108,9.22,"Jan 15, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",55000,0.52
university of manchester,Data Analytics,UK,328,98,6.07,"Aug 01, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",24000,0.42
rwth aachen,Engineering,Germany,322,116,9.85,"Jan 31, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, APS Certificate, Language Proficiency, Blocked Account Proof",500,0.72
heidelberg university,Data Science,Germany,290,104,8.91,"Jan 15, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, APS Certificate, Language Proficiency, Blocked Account Proof",500,0.37
mcgill university,Engineering,Canada,316,95,7.22,"Jan 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit",24000,0.45
university of manchester,Data Analytics,UK,302,95,9.32,"Feb 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",24000,0.39
stanford university,Data Science,USA,330,97,7.13,"Feb 01, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",57000,0.44
heidelberg university,Data Science,Germany,292,119,9.49,"Jan 31, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, APS Certificate, Language Proficiency, Blocked Account Proof",500,0.65
university of edinburgh,Machine Learning,UK,328,110,6.45,"Feb 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",27000,0.5
university of edinburgh,Machine Learning,UK,295,103,8.81,"Jan 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",27000,0.51
mcgill university,Engineering,Canada,297,113,8.16,"Jan 31, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit",24000,0.43
university of toronto,Computer Science,Canada,316,98,6.39,"Jan 15, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit",28000,0.3
university of sydney,Data Science,Australia,298,118,6.97,"Dec 15, 2024","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance",35000,0.36
imperial college london,AI & Robotics,UK,326,101,6.05,"Dec 15, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",36000,0.34
tu munich,Computer Science,Germany,322,117,7.88,"Feb 01, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, APS Certificate, Language Proficiency, Blocked Account Proof",500,0.55
mcgill university,Engineering,Canada,331,110,7.21,"Dec 15, 2024","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit",24000,0.54
tu munich,Computer Science,Germany,333,98,8.39,"Jan 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, APS Certificate, Language Proficiency, Blocked Account Proof",500,0.63
university of oxford,Computer Science,UK,313,94,7.19,"Dec 15, 2024","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",38000,0.47
tu munich,Computer Science,Germany,304,104,7.2,"Jan 15, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, APS Certificate, Language Proficiency, Blocked Account Proof",500,0.32
rwth aachen,Engineering,Germany,321,104,8.97,"Feb 01, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, APS Certificate, Language Proficiency, Blocked Account Proof",500,0.61
university of british columbia,Data Science,Canada,321,109,6.19,"Feb 01, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit",26000,0.32
mcgill university,Engineering,Canada,313,119,9.61,"Jan 15, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit",24000,0.6
uc berkeley,Electrical Engineering,USA,330,117,9.41,"Jun 30, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",44000,0.68
university of manchester,Data Analytics,UK,338,111,8.67,"Feb 01, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",24000,0.65
mcgill university,Engineering,Canada,338,119,8.37,"Aug 01, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit",24000,0.75
university of manchester,Data Analytics,UK,301,99,9.57,"Dec 15, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",24000,0.52
university of manchester,Data Analytics,UK,328,100,6.74,"Dec 15, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",24000,0.44
university of melbourne,AI & ML,Australia,291,98,6.32,"Jan 15, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance",36000,0.3
university of edinburgh,Machine Learning,UK,292,92,6.96,"Jan 31, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",27000,0.3
heidelberg university,Data Science,Germany,338,94,9.18,"Dec 15, 2024","SOP, LOR (3), Transcripts, Resume, Passport Copy, APS Certificate, Language Proficiency, Blocked Account Proof",500,0.65
university of oxford,Computer Science,UK,326,104,6.14,"Jan 31, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",38000,0.4
mcgill university,Engineering,Canada,338,119,8.33,"Dec 15, 2024","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit",24000,0.76
imperial college london,AI & Robotics,UK,306,116,9.98,"Jun 30, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",36000,0.57
university of edinburgh,Machine Learning,UK,338,119,9.42,"Jan 15, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",27000,0.75
university of edinburgh,Machine Learning,UK,291,108,8.09,"Jan 31, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",27000,0.46
university of sydney,Data Science,Australia,291,116,6.25,"Jan 31, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance",35000,0.3
university of british columbia,Data Science,Canada,317,115,9.33,"Jul 15, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit",26000,0.52
heidelberg university,Data Science,Germany,312,92,8.4,"Jan 31, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, APS Certificate, Language Proficiency, Blocked Account Proof",500,0.55
harvard university,Business Analytics,USA,326,97,6.46,"Aug 01, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",54000,0.3
heidelberg university,Data Science,Germany,321,112,6.38,"Jan 15, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, APS Certificate, Language Proficiency, Blocked Account Proof",500,0.54
university of melbourne,AI & ML,Australia,322,97,9.64,"Feb 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance",36000,0.65
heidelberg university,Data Science,Germany,290,117,8.68,"Dec 15, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, APS Certificate, Language Proficiency, Blocked Account Proof",500,0.31
mcgill university,Engineering,Canada,308,103,9.32,"Feb 01, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit",24000,0.46
university of british columbia,Data Science,Canada,291,104,9.52,"Jan 31, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit",26000,0.51
uc berkeley,Electrical Engineering,USA,333,104,8.29,"Feb 01, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",44000,0.58
university of melbourne,AI & ML,Australia,315,106,8.07,"Jan 31, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance",36000,0.51
mcgill university,Engineering,Canada,321,112,7.72,"Jun 30, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit",24000,0.6
tu munich,Computer Science,Germany,295,107,7.27,"Feb 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, APS Certificate, Language Proficiency, Blocked Account Proof",500,0.3
university of edinburgh,Machine Learning,UK,321,113,7.74,"Jul 15, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",27000,0.64
university of sydney,Data Science,Australia,293,112,9.1,"Jan 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance",35000,0.38
rwth aachen,Engineering,Germany,300,102,8.41,"Jan 15, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, APS Certificate, Language Proficiency, Blocked Account Proof",500,0.44
mcgill university,Engineering,Canada,306,119,9.57,"Jan 15, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit",24000,0.58
university of toronto,Computer Science,Canada,327,96,7.77,"Feb 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit",28000,0.46
university of sydney,Data Science,Australia,313,95,8.43,"Feb 01, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance",35000,0.41
university of edinburgh,Machine Learning,UK,294,94,8.53,"Jun 30, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",27000,0.3
heidelberg university,Data Science,Germany,323,110,8.37,"Feb 01, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, APS Certificate, Language Proficiency, Blocked Account Proof",500,0.58
university of edinburgh,Machine Learning,UK,295,111,8.81,"Feb 01, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",27000,0.43
university of manchester,Data Analytics,UK,311,116,6.95,"Feb 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",24000,0.46
university of british columbia,Data Science,Canada,300,109,8.05,"Dec 15, 2024","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit",26000,0.35
mcgill university,Engineering,Canada,337,106,6.42,"Jan 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit",24000,0.53
heidelberg university,Data Science,Germany,305,100,7.54,"Feb 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, APS Certificate, Language Proficiency, Blocked Account Proof",500,0.44
university of edinburgh,Machine Learning,UK,322,108,7.95,"Dec 15, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",27000,0.6
university of toronto,Computer Science,Canada,298,105,8.61,"Jun 30, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit",28000,0.48
university of edinburgh,Machine Learning,UK,295,106,9.8,"Jun 30, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",27000,0.5
harvard university,Business Analytics,USA,305,92,8.4,"Jan 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",54000,0.34
university of sydney,Data Science,Australia,318,112,8.97,"Feb 01, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance",35000,0.58
harvard university,Business Analytics,USA,292,113,8.03,"Dec 15, 2024","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",54000,0.47
university of edinburgh,Machine Learning,UK,309,113,8.54,"Jul 15, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",27000,0.48
university of toronto,Computer Science,Canada,325,94,6.28,"Dec 15, 2024","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit",28000,0.4
university of manchester,Data Analytics,UK,308,107,7.02,"Dec 15, 2024","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",24000,0.36
university of edinburgh,Machine Learning,UK,315,114,7.45,"Dec 15, 2024","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",27000,0.6
university of edinburgh,Machine Learning,UK,292,116,7.89,"Jun 30, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",27000,0.42
university of waterloo,Software Engineering,Canada,308,102,6.18,"Dec 15, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit",22000,0.3
mcgill university,Engineering,Canada,309,103,6.56,"Jan 15, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit",24000,0.39
mcgill university,Engineering,Canada,321,101,7.11,"Feb 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit",24000,0.55
