id,content
74,"university of manchester in UK offers the program Data Analytics.      Admission Requirements:     - GRE Score: 299     - TOEFL Score: 115     - Minimum CGPA: 8.78      Application Details:     - Deadline: Aug 01, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 24000      Admission Insight:     - Chance of Admission: 0.59"
75,"tu munich in Germany offers the program Computer Science.      Admission Requirements:     - GRE Score: 325     - TOEFL Score: 95     - Minimum CGPA: 9.17      Application Details:     - Deadline: Jan 31, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, APS Certificate, Language Proficiency, Blocked Account Proof      Financial Information:     - Tuition Fee: 500      Admission Insight:     - Chance of Admission: 0.61"
76,"university of manchester in UK offers the program Data Analytics.      Admission Requirements:     - GRE Score: 303     - TOEFL Score: 116     - Minimum CGPA: 7.27      Application Details:     - Deadline: Feb 01, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 24000      Admission Insight:     - Chance of Admission: 0.42"
77,"university of toronto in Canada offers the program Computer Science.      Admission Requirements:     - GRE Score: 320     - TOEFL Score: 112     - Minimum CGPA: 9.43      Application Details:     - Deadline: Jan 15, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit      Financial Information:     - Tuition Fee: 28000      Admission Insight:     - Chance of Admission: 0.53"
78,"mcgill university in Canada offers the program Engineering.      Admission Requirements:     - GRE Score: 337     - TOEFL Score: 116     - Minimum CGPA: 9.62      Application Details:     - Deadline: Feb 01, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit      Financial Information:     - Tuition Fee: 24000      Admission Insight:     - Chance of Admission: 0.9"
79,"tu munich in Germany offers the program Computer Science.      Admission Requirements:     - GRE Score: 304     - TOEFL Score: 95     - Minimum CGPA: 7.11      Application Details:     - Deadline: Jan 15, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, APS Certificate, Language Proficiency, Blocked Account Proof      Financial Information:     - Tuition Fee: 500      Admission Insight:     - Chance of Admission: 0.3"
80,"mcgill university in Canada offers the program Engineering.      Admission Requirements:     - GRE Score: 297     - TOEFL Score: 101     - Minimum CGPA: 9.93      Application Details:     - Deadline: Jan 31, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit      Financial Information:     - Tuition Fee: 24000      Admission Insight:     - Chance of Admission: 0.51"
81,"stanford university in USA offers the program Data Science.      Admission Requirements:     - GRE Score: 303     - TOEFL Score: 96     - Minimum CGPA: 6.56      Application Details:     - Deadline: Dec 15, 2024     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof      Financial Information:     - Tuition Fee: 57000      Admission Insight:     - Chance of Admission: 0.36"
82,"carnegie mellon university in USA offers the program AI & Machine Learning.      Admission Requirements:     - GRE Score: 312     - TOEFL Score: 100     - Minimum CGPA: 6.81      Application Details:     - Deadline: Dec 15, 2024     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof      Financial Information:     - Tuition Fee: 58000      Admission Insight:     - Chance of Admission: 0.39"
83,"rwth aachen in Germany offers the program Engineering.      Admission Requirements:     - GRE Score: 329     - TOEFL Score: 115     - Minimum CGPA: 6.74      Application Details:     - Deadline: Feb 01, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, APS Certificate, Language Proficiency, Blocked Account Proof      Financial Information:     - Tuition Fee: 500      Admission Insight:     - Chance of Admission: 0.55"
84,"university of edinburgh in UK offers the program Machine Learning.      Admission Requirements:     - GRE Score: 310     - TOEFL Score: 94     - Minimum CGPA: 9.58      Application Details:     - Deadline: Jun 30, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 27000      Admission Insight:     - Chance of Admission: 0.45"
85,"university of manchester in UK offers the program Data Analytics.      Admission Requirements:     - GRE Score: 305     - TOEFL Score: 108     - Minimum CGPA: 8.62      Application Details:     - Deadline: Jan 31, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 24000      Admission Insight:     - Chance of Admission: 0.55"
86,"uc berkeley in USA offers the program Electrical Engineering.      Admission Requirements:     - GRE Score: 334     - TOEFL Score: 94     - Minimum CGPA: 6.61      Application Details:     - Deadline: Jun 30, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof      Financial Information:     - Tuition Fee: 44000      Admission Insight:     - Chance of Admission: 0.5"
87,"university of edinburgh in UK offers the program Machine Learning.      Admission Requirements:     - GRE Score: 307     - TOEFL Score: 107     - Minimum CGPA: 7.76      Application Details:     - Deadline: Feb 01, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 27000      Admission Insight:     - Chance of Admission: 0.46"
88,"rwth aachen in Germany offers the program Engineering.      Admission Requirements:     - GRE Score: 336     - TOEFL Score: 95     - Minimum CGPA: 8.46      Application Details:     - Deadline: Jan 15, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, APS Certificate, Language Proficiency, Blocked Account Proof      Financial Information:     - Tuition Fee: 500      Admission Insight:     - Chance of Admission: 0.59"
89,"imperial college london in UK offers the program AI & Robotics.      Admission Requirements:     - GRE Score: 313     - TOEFL Score: 109     - Minimum CGPA: 6.33      Application Details:     - Deadline: Feb 01, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 36000      Admission Insight:     - Chance of Admission: 0.3"
90,"mcgill university in Canada offers the program Engineering.      Admission Requirements:     - GRE Score: 315     - TOEFL Score: 108     - Minimum CGPA: 9.53      Application Details:     - Deadline: Jan 15, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit      Financial Information:     - Tuition Fee: 24000      Admission Insight:     - Chance of Admission: 0.56"
91,"imperial college london in UK offers the program AI & Robotics.      Admission Requirements:     - GRE Score: 314     - TOEFL Score: 98     - Minimum CGPA: 9.21      Application Details:     - Deadline: Feb 01, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 36000      Admission Insight:     - Chance of Admission: 0.46"
92,"mcgill university in Canada offers the program Engineering.      Admission Requirements:     - GRE Score: 334     - TOEFL Score: 115     - Minimum CGPA: 8.02      Application Details:     - Deadline: Feb 01, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit      Financial Information:     - Tuition Fee: 24000      Admission Insight:     - Chance of Admission: 0.65"
93,"university of cambridge in UK offers the program Data Science.      Admission Requirements:     - GRE Score: 330     - TOEFL Score: 114     - Minimum CGPA: 9.87      Application Details:     - Deadline: Jun 30, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 37000      Admission Insight:     - Chance of Admission: 0.75"
94,"university of manchester in UK offers the program Data Analytics.      Admission Requirements:     - GRE Score: 318     - TOEFL Score: 96     - Minimum CGPA: 7.67      Application Details:     - Deadline: Aug 01, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 24000      Admission Insight:     - Chance of Admission: 0.5"
95,"eth zurich in Switzerland offers the program Computer Science.      Admission Requirements:     - GRE Score: 304     - TOEFL Score: 103     - Minimum CGPA: 9.94      Application Details:     - Deadline: Feb 01, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, Motivation Letter, Research Proposal      Financial Information:     - Tuition Fee: 1500      Admission Insight:     - Chance of Admission: 0.47"
96,"mcgill university in Canada offers the program Engineering.      Admission Requirements:     - GRE Score: 334     - TOEFL Score: 108     - Minimum CGPA: 8.67      Application Details:     - Deadline: Jan 15, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit      Financial Information:     - Tuition Fee: 24000      Admission Insight:     - Chance of Admission: 0.72"
97,"mcgill university in Canada offers the program Engineering.      Admission Requirements:     - GRE Score: 290     - TOEFL Score: 114     - Minimum CGPA: 8.54      Application Details:     - Deadline: Jun 30, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit      Financial Information:     - Tuition Fee: 24000      Admission Insight:     - Chance of Admission: 0.35"
98,"university of manchester in UK offers the program Data Analytics.      Admission Requirements:     - GRE Score: 314     - TOEFL Score: 104     - Minimum CGPA: 6.66      Application Details:     - Deadline: Jul 15, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 24000      Admission Insight:     - Chance of Admission: 0.39"
99,"university of sydney in Australia offers the program Data Science.      Admission Requirements:     - GRE Score: 296     - TOEFL Score: 114     - Minimum CGPA: 9.53      Application Details:     - Deadline: Jan 15, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance      Financial Information:     - Tuition Fee: 35000      Admission Insight:     - Chance of Admission: 0.44"
100,"eth zurich in Switzerland offers the program Computer Science.      Admission Requirements:     - GRE Score: 298     - TOEFL Score: 116     - Minimum CGPA: 7.71      Application Details:     - Deadline: Dec 15, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, Motivation Letter, Research Proposal      Financial Information:     - Tuition Fee: 1500      Admission Insight:     - Chance of Admission: 0.42"
